"year","statefip","age","sex","empstat","educ","wkswork1","uhrsworkly","incwage"
2000,"new jersey",59,"female","at work","high school diploma or equivalent",52,52,4800
2017,"nebraska",30,"male","at work","12th grade, no diploma",52,40,50000
2010,"washington",23,"male","at work","some college but no degree",52,38,18000
2010,"iowa",54,"female","at work","associate's degree, occupational/vocational program",52,40,16640
2010,"maryland",60,"female","at work","some college but no degree",52,40,50000
2017,"california",45,"female","at work","high school diploma or equivalent",48,35,13000
2017,"rhode island",63,"male","at work","master's degree",52,50,125000
2010,"mississippi",62,"male","at work","bachelor's degree",40,25,20000
2017,"california",22,"male","at work","high school diploma or equivalent",52,50,55000
2017,"wisconsin",36,"male","at work","high school diploma or equivalent",52,40,75000
2010,"alabama",51,"female","at work","high school diploma or equivalent",52,40,27767
2010,"louisiana",54,"female","at work","bachelor's degree",52,37,500
2010,"new york",52,"male","at work","high school diploma or equivalent",52,40,20000
2017,"illinois",56,"female","has job, not at work last week","high school diploma or equivalent",6,40,9000
2017,"rhode island",29,"male","at work","high school diploma or equivalent",52,40,35000
2010,"florida",45,"male","at work","associate's degree, academic program",52,50,58000
2010,"colorado",20,"female","at work","high school diploma or equivalent",6,16,300
2010,"massachusetts",47,"female","at work","associate's degree, occupational/vocational program",52,40,34002
2010,"missouri",36,"female","at work","high school diploma or equivalent",52,45,200000
2000,"illinois",43,"male","at work","some college but no degree",52,40,22000
2000,"kansas",51,"female","at work","high school diploma or equivalent",52,40,60000
2010,"rhode island",30,"male","at work","high school diploma or equivalent",52,40,33000
2017,"mississippi",59,"female","at work","master's degree",52,36,104000
2010,"wyoming",64,"male","at work","grade 10",52,45,56000
2010,"texas",34,"female","at work","bachelor's degree",52,40,115000
2010,"north carolina",59,"female","at work","bachelor's degree",52,48,65000
2000,"north carolina",52,"male","at work","high school diploma or equivalent",52,40,52000
2010,"west virginia",50,"male","at work","some college but no degree",52,60,45000
2010,"georgia",58,"male","at work","bachelor's degree",52,40,60000
2017,"montana",45,"female","at work","high school diploma or equivalent",52,30,14000
2017,"wisconsin",49,"male","at work","bachelor's degree",52,50,150000
2010,"massachusetts",55,"male","at work","some college but no degree",52,48,74000
2000,"washington",44,"male","at work","grades 7 or 8",52,40,56950
2017,"colorado",26,"male","armed forces","bachelor's degree",12,40,22000
2000,"virginia",56,"male","unemployed, experienced worker","master's degree",52,60,75000
2000,"california",25,"male","nilf, other","some college but no degree",52,12,2000
2017,"illinois",46,"male","at work","some college but no degree",52,40,85000
2017,"arizona",18,"male","at work","grade 11",16,40,3000
2000,"utah",38,"male","at work","some college but no degree",52,60,26000
2017,"west virginia",21,"female","at work","some college but no degree",52,30,15000
2017,"arizona",43,"male","unemployed, experienced worker","grade 9",52,40,35000
2010,"california",29,"female","at work","high school diploma or equivalent",52,20,8000
2017,"massachusetts",31,"male","at work","master's degree",52,40,50000
2017,"texas",41,"male","at work","high school diploma or equivalent",52,40,24000
2010,"north carolina",43,"male","unemployed, experienced worker","some college but no degree",52,40,23000
2010,"south dakota",30,"female","at work","associate's degree, occupational/vocational program",46,40,28000
2000,"idaho",45,"male","at work","some college but no degree",52,40,45760
2017,"florida",44,"female","at work","associate's degree, academic program",52,40,37000
2017,"michigan",18,"male","at work","grade 11",52,15,1000
2017,"texas",29,"male","at work","high school diploma or equivalent",52,40,42000
2000,"illinois",38,"female","at work","bachelor's degree",52,40,49000
2010,"florida",45,"male","at work","12th grade, no diploma",52,40,29000
2010,"montana",21,"male","at work","some college but no degree",26,30,3200
2017,"new hampshire",52,"female","at work","some college but no degree",52,40,37296
2000,"california",26,"male","at work","12th grade, no diploma",52,45,12000
2017,"wyoming",18,"male","at work","grade 11",50,15,6000
2010,"west virginia",57,"male","at work","high school diploma or equivalent",24,40,20000
2017,"alaska",28,"male","at work","some college but no degree",52,28,32000
2010,"idaho",59,"female","at work","some college but no degree",52,40,60000
2010,"alaska",29,"male","armed forces","some college but no degree",52,40,25000
2017,"california",21,"female","at work","grade 11",52,40,5000
2000,"california",47,"male","at work","bachelor's degree",52,40,52000
2010,"illinois",40,"male","at work","grade 10",52,40,37000
2010,"new mexico",39,"male","at work","bachelor's degree",52,40,75000
2000,"florida",38,"female","at work","some college but no degree",26,10,4500
2000,"alabama",24,"female","at work","some college but no degree",52,40,22000
2017,"virginia",45,"female","at work","bachelor's degree",10,10,10000
2017,"district of columbia",25,"female","at work","bachelor's degree",52,40,53000
2010,"california",38,"male","at work","some college but no degree",52,40,25000
2010,"new hampshire",47,"male","at work","associate's degree, occupational/vocational program",52,50,100000
2017,"kansas",52,"female","at work","associate's degree, occupational/vocational program",52,40,40000
2000,"texas",40,"male","at work","high school diploma or equivalent",52,40,28000
2010,"texas",24,"female","at work","high school diploma or equivalent",52,38,13200
2010,"hawaii",20,"female","at work","some college but no degree",26,40,26000
2017,"texas",55,"male","at work","grade 10",52,40,20000
2010,"colorado",59,"female","at work","associate's degree, academic program",52,40,47790
2010,"maine",22,"female","at work","some college but no degree",52,25,9734
2010,"florida",30,"male","at work","bachelor's degree",52,40,30000
2010,"california",51,"male","at work","grade 9",52,40,21600
2017,"massachusetts",47,"male","at work","bachelor's degree",52,40,170000
2000,"illinois",43,"female","at work","bachelor's degree",46,40,23000
2017,"california",32,"female","at work","some college but no degree",52,40,33800
2017,"idaho",30,"female","at work","associate's degree, academic program",52,32,27000
2000,"north carolina",50,"male","at work","professional school degree",52,90,229339
2010,"tennessee",49,"male","at work","associate's degree, occupational/vocational program",52,40,30000
2017,"louisiana",50,"female","at work","bachelor's degree",52,45,42000
2000,"texas",32,"male","at work","associate's degree, academic program",16,40,6000
2010,"california",56,"female","at work","high school diploma or equivalent",52,32,17000
2017,"mississippi",46,"male","at work","some college but no degree",52,40,36000
2017,"district of columbia",56,"male","at work","master's degree",52,40,400000
2017,"illinois",24,"female","nilf, other","bachelor's degree",30,20,8000
2017,"louisiana",32,"female","unemployed, experienced worker","some college but no degree",52,52,30000
2000,"north carolina",36,"male","at work","bachelor's degree",52,60,34800
2017,"new mexico",59,"male","at work","high school diploma or equivalent",35,40,24000
2000,"oregon",19,"female","nilf, other","high school diploma or equivalent",12,36,3000
2017,"south dakota",36,"male","at work","bachelor's degree",52,40,400000
2017,"massachusetts",35,"male","at work","bachelor's degree",52,40,263000
2017,"montana",35,"female","at work","associate's degree, academic program",52,40,42848
2010,"connecticut",42,"male","at work","associate's degree, occupational/vocational program",52,40,32000
2000,"tennessee",41,"female","at work","high school diploma or equivalent",12,40,3900
2010,"indiana",30,"female","at work","bachelor's degree",52,40,110000
2010,"florida",27,"female","nilf, other","some college but no degree",2,40,800
2017,"west virginia",20,"female","at work","high school diploma or equivalent",52,40,10002
2017,"kentucky",18,"male","nilf, other","some college but no degree",40,40,12000
2000,"texas",34,"female","has job, not at work last week","some college but no degree",52,40,15000
2010,"california",62,"male","at work","high school diploma or equivalent",52,40,20000
2010,"texas",37,"male","at work","master's degree",52,40,96000
2000,"pennsylvania",31,"male","at work","12th grade, no diploma",52,35,9600
2017,"mississippi",56,"female","at work","high school diploma or equivalent",52,40,30000
2000,"illinois",22,"male","at work","high school diploma or equivalent",52,40,30000
2000,"new jersey",45,"female","at work","some college but no degree",52,24,25000
2010,"south carolina",53,"male","unemployed, experienced worker","high school diploma or equivalent",52,40,42000
2000,"louisiana",41,"female","at work","bachelor's degree",52,40,60000
2000,"illinois",50,"male","at work","some college but no degree",52,40,33000
2010,"delaware",57,"female","at work","high school diploma or equivalent",52,40,38000
2010,"maine",51,"male","at work","some college but no degree",52,55,65000
2017,"florida",40,"female","at work","some college but no degree",52,40,45000
2000,"texas",33,"male","at work","high school diploma or equivalent",52,60,50000
2017,"massachusetts",31,"female","at work","associate's degree, academic program",52,40,55000
2017,"vermont",47,"male","at work","high school diploma or equivalent",52,40,35000
2000,"ohio",57,"female","at work","high school diploma or equivalent",52,38,21000
2010,"arizona",41,"male","unemployed, experienced worker","some college but no degree",52,40,17000
2017,"hawaii",52,"male","at work","high school diploma or equivalent",52,40,30000
2010,"texas",47,"male","at work","high school diploma or equivalent",52,40,63000
2000,"new york",46,"female","at work","bachelor's degree",52,40,34005
2010,"california",25,"male","at work","some college but no degree",52,60,40500
2017,"tennessee",24,"male","nilf, other","grades 5 or 6",8,24,4100
2017,"montana",47,"male","at work","some college but no degree",52,43,60000
2000,"missouri",48,"female","at work","some college but no degree",52,40,23000
